Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
151,Nilah,"114,863",2.15:1,52.56%,2.21%,3.6%,191.39,"13,020"
152,Bel'Veth,"113,233",2.28:1,48.96%,2.18%,2.98%,185.29,"12,224"
153,Zeri,"112,094",2.26:1,48.38%,2.16%,0.33%,220.25,"13,129"
154,Kassadin,"109,611",2.46:1,49.55%,2.11%,2.16%,186.75,"12,088"
155,Taliyah,"100,917",2.32:1,49.4%,1.94%,0.36%,193.19,"12,298"
156,Taric,"99,891",2.76:1,52.07%,1.92%,0.51%,41.24,"8,384"
157,Olaf,"96,315",1.77:1,48.68%,1.86%,1.21%,189.22,"12,351"
158,Twisted Fate,"96,103",2.18:1,48.57%,1.85%,0.11%,178.87,"12,523"
159,Kennen,"95,410",2.06:1,49.08%,1.84%,0.7%,173.92,"11,597"
160,Renata Glasc,"93,459",2.7:1,49.16%,1.8%,0.29%,33.11,"8,311"
161,Nidalee,"91,877",2.45:1,45.17%,1.77%,0.27%,155.51,"11,502"
162,Azir,"89,082",1.92:1,47.68%,1.72%,0.36%,208.34,"12,272"
163,Annie,"85,127",2.22:1,49.08%,1.64%,0.43%,147.36,"11,141"
164,Kled,"77,744",2.05:1,49.87%,1.5%,0.66%,175.55,"12,352"
165,Kalista,"71,819",2.04:1,46.68%,1.38%,0.37%,186.24,"12,732"
166,Quinn,"68,276",1.93:1,48.87%,1.32%,0.56%,176.55,"12,600"
167,Rumble,"64,341",2.01:1,47.41%,1.24%,0.21%,179.54,"11,747"
168,Ivern,"59,556",3.43:1,49.15%,1.15%,0.37%,133.91,"10,111"
169,Rek'Sai,"47,037",2.71:1,49.17%,0.91%,0.35%,158.45,"11,716"
