Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
133,Lissandra,"8,760",2.39:1,50.07%,2.79%,1.45%,185.27,"11,976"
134,Heimerdinger,"8,599",1.94:1,51.88%,2.74%,1.71%,172.22,"12,106"
135,Hecarim,"8,542",2.45:1,46.85%,2.72%,1.13%,193.91,"12,443"
136,Rell,"8,260",2.64:1,48.67%,2.63%,1.64%,31.68,"8,718"
137,Ryze,"8,258",2.36:1,51.73%,2.63%,0.29%,211.43,"12,699"
138,Twisted Fate,"7,867",2.24:1,48.44%,2.5%,0.16%,181.23,"12,894"
139,Urgot,"7,861",2.04:1,51.05%,2.5%,0.97%,195.88,"13,173"
140,Kog'Maw,"7,730",2.3:1,51.45%,2.46%,0.97%,192.33,"12,986"
141,Singed,"7,628",1.9:1,50.66%,2.43%,0.71%,191.85,"12,014"
142,Evelynn,"7,542",2.46:1,47.39%,2.4%,1.32%,156.23,"12,195"
143,Nidalee,"7,378",2.36:1,44.31%,2.35%,0.39%,160.14,"11,818"
144,Bard,"7,286",2.92:1,47.95%,2.32%,0.63%,35.64,"8,876"
145,Akshan,"6,974",2.18:1,46.63%,2.22%,1.14%,178.42,"13,205"
146,Rammus,"6,855",2.68:1,50.44%,2.18%,3.49%,152.41,"11,085"
147,Naafiri,"6,694",2.31:1,51.84%,2.13%,2.14%,182.03,"13,170"
148,Aurelion Sol,"6,693",2.67:1,50.41%,2.13%,1.29%,196.38,"12,901"
149,Zilean,"6,421",2.95:1,49.46%,2.04%,0.68%,67.59,"9,222"
150,Kassadin,"6,182",2.38:1,48.74%,1.97%,1.42%,178.49,"12,213"
151,Qiyana,"5,975",2.08:1,47.51%,1.9%,0.4%,173.86,"12,592"
152,Rumble,"5,877",1.95:1,46.98%,1.87%,0.39%,179.64,"11,980"
153,Zeri,"5,745",2.23:1,46.16%,1.83%,0.61%,223.31,"13,288"
154,Quinn,"5,745",1.92:1,48.04%,1.83%,0.8%,177.06,"12,884"
