Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
124,Zac,"2,312",2.99:1,51.38%,2.71%,1.47%,146.7,"11,166"
125,Gwen,"2,192",1.69:1,47.13%,2.57%,1.45%,183.72,"12,295"
126,Kindred,"2,183",2.16:1,49.75%,2.55%,0.96%,172.89,"12,832"
127,Singed,"2,098",1.92:1,52.24%,2.46%,0.58%,192.27,"12,067"
128,Ryze,"2,086",2.12:1,51.05%,2.44%,0.28%,199.07,"12,447"
129,Ornn,"2,022",2.28:1,51.38%,2.37%,0.49%,167.16,"11,259"
130,Sona,"1,963",2.87:1,53.95%,2.3%,0.13%,29.49,"8,690"
131,Fiora,"1,950",1.56:1,50.41%,2.28%,2.28%,175.67,"12,130"
132,Zoe,"1,926",2.32:1,45.69%,2.25%,0.87%,117.03,"11,129"
133,Akshan,"1,919",2.13:1,50.29%,2.25%,1.29%,171.92,"13,164"
134,Rell,"1,919",2.91:1,50.65%,2.25%,1.03%,29.94,"8,884"
135,Lissandra,"1,880",2.23:1,50.64%,2.2%,2.27%,175.83,"11,715"
136,Rakan,"1,806",2.79:1,47.07%,2.12%,0.25%,32.34,"8,429"
137,Taric,"1,795",2.82:1,51.64%,2.1%,0.56%,39.22,"8,577"
138,Naafiri,"1,739",2.2:1,50.66%,2.04%,1.56%,168.49,"12,633"
139,Kog'Maw,"1,706",2.14:1,52.23%,2%,0.92%,179.51,"13,114"
140,Camille,"1,705",1.86:1,49.74%,2%,0.82%,152.55,"11,755"
141,Bel'Veth,"1,671",2.22:1,48.95%,1.96%,3.11%,179.64,"12,382"
142,Karthus,"1,649",2.3:1,52.4%,1.93%,0.58%,200.19,"13,767"
143,Skarner,"1,626",2.88:1,48.22%,1.9%,2.6%,147.05,"11,169"
144,Elise,"1,585",2.41:1,48.71%,1.85%,0.53%,153.5,"12,080"
145,Bard,"1,547",2.92:1,50.61%,1.81%,0.35%,33.83,"9,067"
146,Quinn,"1,523",2:1,49.31%,1.78%,0.77%,160.06,"12,544"
147,Nilah,"1,493",2.16:1,53.78%,1.75%,3.97%,181.92,"13,299"
148,Twisted Fate,"1,434",2.06:1,44.84%,1.68%,0.15%,168.18,"12,476"
149,Sejuani,"1,425",2.77:1,47.58%,1.67%,0.26%,156.06,"11,283"
150,Gnar,"1,364",1.78:1,47.51%,1.6%,0.46%,169.8,"11,817"
151,Annie,"1,359",2.22:1,50.26%,1.59%,0.55%,138.64,"11,352"
152,Orianna,"1,339",2.46:1,46%,1.57%,0.3%,170.28,"11,469"
153,Anivia,"1,284",2.48:1,51.64%,1.5%,1.36%,167.51,"11,516"
154,Taliyah,"1,267",2.47:1,52.41%,1.48%,0.52%,184.06,"12,336"
155,Kassadin,"1,195",2.27:1,47.11%,1.4%,1.04%,171.23,"11,816"
156,Azir,"1,157",1.82:1,50.04%,1.35%,0.36%,193.36,"12,231"
157,Renata Glasc,"1,148",2.75:1,50.52%,1.34%,0.22%,32.94,"8,528"
158,Kled,"1,141",2.04:1,51.1%,1.34%,0.6%,162.08,"12,444"
159,Zeri,"1,101",2.27:1,51.5%,1.29%,0.3%,201.67,"12,958"
160,Cassiopeia,"1,088",2.07:1,49.63%,1.27%,1.47%,177.69,"11,856"
161,Qiyana,"1,087",2.09:1,48.3%,1.27%,0.29%,165.54,"12,413"
162,Kennen,"1,062",2.01:1,49.81%,1.24%,0.57%,154.48,"11,440"
163,Shyvana,"1,050",2.12:1,49.24%,1.23%,0.62%,201.79,"12,933"
164,Kalista,"1,014",1.92:1,46.45%,1.19%,0.42%,171.53,"12,678"
165,Nidalee,933,2.33:1,44.69%,1.09%,0.17%,145.42,"11,578"
166,Olaf,926,1.7:1,47.19%,1.08%,0.55%,176.84,"12,382"
167,Ivern,797,3.29:1,48.06%,0.93%,0.42%,131,"10,297"
168,Rumble,656,1.94:1,47.87%,0.77%,0.13%,167.7,"11,581"
169,Rek'Sai,373,2.45:1,45.04%,0.44%,0.16%,151.2,"11,645"
