Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
142,Anivia,"108,684",2.67:1,51.36%,1.99%,0.77%,160.75,"10,600"
143,Bard,"105,282",3.04:1,50.88%,1.93%,0.15%,29.4,"7,844"
144,Milio,"104,469",3.48:1,50.7%,1.91%,0.24%,27.68,"7,383"
145,Kayle,"101,829",1.7:1,50.04%,1.87%,0.24%,208.94,"11,823"
146,Naafiri,"91,855",2.24:1,51.86%,1.68%,0.91%,174.53,"11,858"
147,Tryndamere,"91,305",1.63:1,48.87%,1.67%,0.46%,202.33,"11,983"
148,Qiyana,"90,708",2.3:1,49.35%,1.66%,0.19%,167.93,"11,595"
149,Evelynn,"88,611",2.81:1,49.66%,1.62%,0.69%,152.68,"11,328"
150,Udyr,"87,571",2.09:1,47.79%,1.6%,0.26%,168.24,"10,709"
151,Olaf,"84,864",1.73:1,49.81%,1.55%,0.75%,181.33,"11,620"
152,Aurelion Sol,"83,862",2.56:1,50.44%,1.54%,0.19%,189.24,"11,614"
153,Singed,"82,030",2.01:1,51.35%,1.5%,0.19%,174.52,"10,762"
154,Akshan,"81,294",2.23:1,49.61%,1.49%,1.01%,180.44,"12,136"
155,Shyvana,"78,981",2.35:1,50.57%,1.45%,0.27%,200.12,"11,961"
156,Urgot,"78,954",1.95:1,50.81%,1.45%,0.23%,183.21,"11,796"
157,Bel'Veth,"72,927",2.34:1,48.46%,1.34%,0.42%,168.57,"11,269"
158,Renata Glasc,"67,649",2.58:1,49.21%,1.24%,0.32%,30.53,"7,637"
159,Sona,"64,283",2.71:1,49.81%,1.18%,0.06%,29.84,"7,856"
160,Quinn,"61,609",1.99:1,49.7%,1.13%,0.61%,169.38,"11,759"
161,Annie,"60,453",2.29:1,50.83%,1.11%,0.14%,135.45,"10,362"
162,Kassadin,"59,449",2.45:1,49.39%,1.09%,0.21%,180.96,"11,346"
163,Nilah,"59,269",2.3:1,52.47%,1.09%,1.73%,187.71,"12,382"
164,Rengar,"58,252",2.03:1,47.36%,1.07%,0.21%,166.65,"11,459"
165,Rek'Sai,"56,490",2.98:1,50.69%,1.03%,0.6%,149.57,"10,957"
166,Janna,"55,993",3.04:1,50.51%,1.03%,0.12%,28.5,"7,660"
167,Kled,"55,396",2.13:1,51.25%,1.01%,0.28%,166.43,"11,498"
168,Taric,"51,718",2.68:1,52.27%,0.95%,0.16%,38.72,"7,666"
169,Ivern,"27,899",3.3:1,48.65%,0.51%,0.16%,127.64,"9,444"
