Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
100,Samira,"126,064",2.14:1,49.07%,4.2%,7.76%,192.78,"13,293"
101,Aphelios,"123,994",1.96:1,48.51%,4.13%,0.87%,199.93,"12,428"
102,Tristana,"122,643",2.3:1,49.15%,4.08%,0.6%,193.7,"13,100"
103,Xin Zhao,"119,333",2.35:1,50.9%,3.97%,0.68%,168.32,"11,569"
104,Ornn,"119,203",2.55:1,51.93%,3.97%,0.72%,177.94,"10,966"
105,Janna,"117,146",3.3:1,51.84%,3.9%,0.77%,27.89,"8,146"
106,Shen,"116,753",2.9:1,50.9%,3.89%,0.56%,131.26,"10,067"
107,Ryze,"116,543",2.21:1,51.21%,3.88%,0.46%,216.85,"12,218"
108,Gangplank,"116,252",2.09:1,49.13%,3.87%,1.43%,209.89,"13,669"
109,Briar,"116,206",2.17:1,51.97%,3.87%,4.92%,173.08,"12,581"
110,Gwen,"112,777",1.79:1,50.01%,3.75%,3.07%,202.72,"12,443"
111,Lillia,"111,568",2.77:1,50.01%,3.71%,4.49%,190.34,"12,116"
112,Camille,"111,351",1.92:1,49.83%,3.71%,1.7%,163.72,"11,558"
113,Lissandra,"109,214",2.35:1,50.5%,3.64%,1.79%,189,"11,506"
114,Rakan,"108,305",2.91:1,49.3%,3.61%,0.43%,31.45,"7,973"
115,Nunu & Willump,"107,737",2.67:1,50.49%,3.59%,0.71%,156.92,"11,091"
116,Nidalee,"105,611",2.73:1,47.76%,3.52%,1.43%,163.47,"11,497"
117,Sejuani,"105,257",3.11:1,49.52%,3.5%,0.53%,164.24,"11,012"
118,Fiddlesticks,"104,043",2.5:1,51.13%,3.46%,1.61%,154.56,"11,475"
119,Twitch,"103,833",2.28:1,48.28%,3.46%,1.58%,166.94,"12,711"
120,Trundle,"101,899",1.57:1,51.39%,3.39%,0.97%,201.17,"12,625"
121,Alistar,"101,378",2.5:1,48.58%,3.38%,1.14%,30.15,"7,923"
122,Hecarim,"99,370",2.7:1,49.29%,3.31%,1.61%,196.56,"12,347"
123,Ziggs,"97,140",2.48:1,50.99%,3.23%,0.97%,200.77,"12,269"
124,Illaoi,"96,420",1.46:1,50.51%,3.21%,9.03%,201.98,"12,143"
125,Bard,"95,646",3.11:1,50.45%,3.18%,0.38%,31.37,"8,538"
126,Kindred,"95,201",2.23:1,48.4%,3.17%,1.23%,179.55,"12,378"
127,Fiora,"91,779",1.48:1,49.05%,3.06%,3.96%,197.84,"12,147"
128,Skarner,"90,312",3.08:1,48.58%,3.01%,5.76%,150.7,"10,627"
129,Kayle,"90,159",1.85:1,51.34%,3%,0.84%,222.9,"12,669"
130,Neeko,"88,884",2.31:1,49.72%,2.96%,1.05%,87.61,"9,815"
131,Kog'Maw,"88,640",2.21:1,51.74%,2.95%,3.96%,196.72,"12,525"
132,Rengar,"87,650",2.12:1,46.85%,2.92%,2.25%,187.41,"12,495"
133,Zoe,"87,580",2.49:1,49.49%,2.92%,0.88%,133.43,"10,877"
134,Zilean,"86,452",3.23:1,51.13%,2.88%,0.77%,60.01,"8,717"
135,Udyr,"85,699",2.4:1,50.13%,2.85%,2.52%,186.95,"11,788"
136,Tryndamere,"85,508",1.6:1,49.51%,2.85%,1.66%,223.79,"13,029"
137,Aurelion Sol,"83,333",2.65:1,50.49%,2.77%,1.31%,200.25,"12,379"
138,Twisted Fate,"83,270",2.29:1,49.19%,2.77%,0.19%,183.27,"12,350"
139,Rell,"82,808",2.84:1,48.91%,2.76%,1.5%,29.74,"8,292"
140,Karthus,"80,410",2.3:1,49.12%,2.68%,2.99%,211.48,"13,228"
141,Anivia,"75,174",2.73:1,52.41%,2.5%,1.77%,180.85,"11,477"
142,Urgot,"72,879",2.02:1,51.39%,2.43%,0.55%,196.95,"12,589"
143,Zeri,"72,412",2.36:1,49.1%,2.41%,0.33%,226.96,"13,104"
144,Taliyah,"71,774",2.4:1,50.5%,2.39%,0.48%,190.73,"12,170"
145,Evelynn,"70,983",2.81:1,49.63%,2.36%,2.9%,163.34,"12,012"
146,Cassiopeia,"70,978",2.04:1,52.5%,2.36%,1.7%,198.39,"11,862"
147,Azir,"70,903",2.03:1,48.55%,2.36%,0.33%,209.28,"12,075"
148,Singed,"69,663",1.87:1,51.12%,2.32%,0.35%,200.67,"11,739"
149,Kassadin,"67,391",2.5:1,50.37%,2.24%,1.86%,190.46,"12,112"
150,Sona,"67,180",2.99:1,51.82%,2.24%,0.09%,28.95,"8,263"
151,Heimerdinger,"63,684",1.77:1,51.68%,2.12%,1.22%,176.19,"11,586"
152,Rammus,"63,098",2.91:1,50.85%,2.1%,5.11%,151.66,"10,711"
153,Qiyana,"62,966",2.27:1,49.68%,2.1%,0.38%,178.77,"12,391"
154,Shyvana,"62,496",2.43:1,50.71%,2.08%,0.61%,212.14,"12,635"
155,Akshan,"62,216",2.25:1,49.69%,2.07%,1.7%,186.35,"12,940"
156,Renata Glasc,"59,549",2.76:1,49.73%,1.98%,0.41%,32.86,"8,226"
157,Nilah,"58,047",2.25:1,53.4%,1.93%,3.39%,197.27,"13,095"
158,Kennen,"57,833",2.11:1,50.52%,1.93%,0.82%,177.3,"11,466"
159,Naafiri,"56,821",2.27:1,52.1%,1.89%,1.13%,184.42,"12,427"
160,Kalista,"54,675",2.07:1,47.06%,1.82%,0.44%,192.36,"12,652"
161,Bel'Veth,"54,293",2.38:1,48.91%,1.81%,1.93%,182.97,"12,086"
162,Rumble,"50,755",2.06:1,48.15%,1.69%,0.45%,178.98,"11,404"
163,Taric,"50,059",2.79:1,52.44%,1.67%,0.39%,41.11,"8,215"
164,Kled,"46,130",2.11:1,51.35%,1.54%,0.62%,175.32,"12,249"
165,Olaf,"44,993",1.78:1,49.71%,1.5%,0.83%,194.78,"12,406"
166,Annie,"43,101",2.32:1,50.75%,1.43%,0.28%,148.97,"11,030"
167,Quinn,"34,895",2:1,50.3%,1.16%,0.53%,179.92,"12,549"
168,Rek'Sai,"33,550",2.86:1,50.27%,1.12%,0.43%,157.95,"11,633"
169,Ivern,"32,057",3.5:1,50.18%,1.07%,0.33%,133.45,"10,062"
