Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
123,Sion,"1,462",1.83:1,49.79%,2.82%,0.18%,189.36,"10,948"
124,Cassiopeia,"1,459",2.06:1,50.24%,2.81%,1.73%,189.28,"10,890"
125,Kassadin,"1,456",2.6:1,50.34%,2.8%,3.37%,187.97,"11,351"
126,Zilean,"1,449",3.26:1,49.76%,2.79%,1.14%,60.56,"7,839"
127,Vel'Koz,"1,434",2.43:1,50.91%,2.76%,0.5%,101.93,"9,485"
128,Vex,"1,432",2.48:1,50.07%,2.76%,2.83%,179.55,"10,742"
129,Lillia,"1,423",3.08:1,49.89%,2.74%,2%,190.48,"11,425"
130,Samira,"1,411",2.17:1,48.62%,2.72%,2.57%,188.07,"12,382"
131,Master Yi,"1,401",2.35:1,51.39%,2.7%,6.92%,171.42,"11,691"
132,Urgot,"1,359",1.93:1,49.52%,2.62%,0.3%,191.4,"11,634"
133,Olaf,"1,292",2.04:1,51.93%,2.49%,1.29%,188.51,"11,476"
134,Ivern,"1,289",4.26:1,50.19%,2.48%,1.26%,138.24,"9,543"
135,Singed,"1,275",2.23:1,51.37%,2.46%,0.55%,174.12,"10,225"
136,Fiddlesticks,"1,258",2.56:1,49.28%,2.42%,2.22%,143.83,"10,137"
137,Tryndamere,"1,256",1.79:1,51.11%,2.42%,1.48%,216.91,"11,975"
138,Anivia,"1,249",2.76:1,52.92%,2.41%,1.29%,182.86,"10,429"
139,Mordekaiser,"1,234",1.7:1,47.57%,2.38%,1.43%,177.04,"10,488"
140,Gangplank,"1,210",2.29:1,51.4%,2.33%,0.59%,208.33,"12,808"
141,Veigar,"1,202",2.39:1,47.75%,2.32%,0.26%,191.86,"11,377"
142,Twisted Fate,"1,166",2.52:1,48.03%,2.25%,0.43%,177.16,"11,364"
143,Taric,"1,164",2.82:1,50.69%,2.24%,0.5%,38.61,"7,461"
144,Yuumi,"1,110",4.17:1,40.09%,2.14%,6.3%,15.09,"6,932"
145,Twitch,"1,083",2.33:1,46.63%,2.09%,0.82%,169.54,"11,585"
146,Sett,995,1.7:1,47.04%,1.92%,0.32%,174.53,"10,967"
147,Nasus,993,1.98:1,49.24%,1.91%,1.76%,172.36,"10,411"
148,Brand,969,2.17:1,49.02%,1.87%,0.58%,130.71,"9,880"
149,Nilah,943,2.29:1,51.33%,1.82%,4.21%,191.65,"11,927"
150,Heimerdinger,936,2.04:1,52.35%,1.8%,0.48%,172.18,"10,701"
151,Sejuani,934,3.04:1,47%,1.8%,0.12%,157.96,"10,029"
152,Kled,918,2.29:1,52.72%,1.77%,0.36%,173.88,"11,028"
153,Evelynn,900,2.98:1,48%,1.73%,3.17%,160.53,"11,223"
154,Kayle,884,2.04:1,51.02%,1.71%,0.75%,217.77,"11,867"
155,Aurelion Sol,872,2.91:1,50.46%,1.68%,0.47%,188.36,"11,181"
156,Teemo,868,1.97:1,50%,1.67%,1.68%,182.52,"11,043"
157,Morgana,858,2.83:1,46.39%,1.65%,3.01%,77.04,"8,760"
158,Malzahar,829,2.3:1,46.8%,1.6%,0.87%,205.13,"11,066"
159,Naafiri,739,2.39:1,48.99%,1.42%,0.29%,187.51,"11,391"
160,Fizz,699,2.32:1,47.93%,1.35%,0.78%,178.2,"11,596"
161,Rammus,670,3.57:1,54.03%,1.29%,1.45%,143.53,"9,952"
162,Annie,635,2.45:1,48.03%,1.22%,0.31%,163.36,"10,553"
163,Amumu,608,2.24:1,46.22%,1.17%,0.91%,123.83,"9,440"
164,Illaoi,554,1.5:1,44.58%,1.07%,1.68%,201.41,"11,269"
165,Trundle,508,1.46:1,52.76%,0.98%,0.19%,196.37,"11,817"
166,Yorick,391,1.74:1,45.52%,0.75%,0.5%,213.91,"11,813"
167,Quinn,371,2.17:1,54.45%,0.71%,0.31%,181.67,"11,860"
168,Briar,345,2.02:1,47.83%,0.66%,1.08%,157.22,"10,985"
169,Shyvana,280,2.62:1,50.71%,0.54%,0.13%,203.03,"11,541"
